source_id,entry_time_utc,action,root,strike,option_right,expiry_date,quantity,fill_price,net_pnl,fees,status,opra_code
HTML_4251487456234176843,2025-02-21 14:31:00,BUY,XSP,610.0,P,2025-02-21,5.0,0.82,-412.7,0.2,FILLED,O:XSP250221P00610000
HTML_2541489565300383930,2025-02-21 14:33:00,BUY,XSP,612.0,C,2025-02-21,4.0,0.9,-358.16,0.16,FILLED,O:XSP250221C00612000
HTML_5387408915401034323,2025-02-21 14:34:00,BUY,XSP,612.0,C,2025-02-21,1.0,0.83,-83.54,0.04,FILLED,O:XSP250221C00612000
HTML_991115502314765606,2025-02-21 14:40:00,SELL,XSP,612.0,C,2025-02-21,5.0,0.68,340.0,0.2,FILLED,O:XSP250221C00612000
HTML_4333722171785789138,2025-02-21 14:40:00,SELL,XSP,610.0,P,2025-02-21,5.0,1.07,535.0,0.2,FILLED,O:XSP250221P00610000
HTML_4325576434885042541,2025-02-24 14:31:00,BUY,XSP,605.0,C,2025-02-24,9.0,0.94,-841.86,0.36,FILLED,O:XSP250224C00605000
HTML_1849103111009658985,2025-02-24 14:33:00,BUY,XSP,603.0,P,2025-02-24,7.0,1.17,-815.78,0.28,FILLED,O:XSP250224P00603000
HTML_8966262863860865218,2025-02-24 14:41:00,BUY,XSP,605.0,C,2025-02-24,1.0,0.62,-62.54,0.04,FILLED,O:XSP250224C00605000
HTML_6641846112835200508,2025-02-24 14:45:00,SELL,XSP,603.0,P,2025-02-24,7.0,1.84,1288.0,0.28,FILLED,O:XSP250224P00603000
HTML_4919531766041803666,2025-02-24 15:02:00,SELL,XSP,605.0,C,2025-02-24,0.0,0.16,0.0,0.0,CANCELED,O:XSP250224C00605000
HTML_3048355465957495637,2025-02-24 15:04:00,SELL,XSP,605.0,C,2025-02-24,9.0,0.13,117.0,0.13,FILLED,O:XSP250224C00605000
HTML_6980432224706144118,2025-02-24 15:11:00,BUY,XSP,603.0,C,2025-02-24,1.0,0.48,-48.54,0.04,FILLED,O:XSP250224C00603000
HTML_4527249164195970255,2025-02-24 15:21:00,SELL,XSP,603.0,C,2025-02-24,1.0,0.5,50.0,0.04,FILLED,O:XSP250224C00603000
HTML_6866487226505777979,2025-02-25 14:32:00,BUY,XSP,598.0,C,2025-02-25,3.0,2.08,-622.62,0.12,FILLED,O:XSP250225C00598000
HTML_1426897583252477612,2025-02-25 14:32:00,BUY,XSP,600.0,P,2025-02-25,3.0,2.52,-757.62,0.12,FILLED,O:XSP250225P00600000
HTML_815023609316388156,2025-02-25 14:51:00,SELL,XSP,600.0,P,2025-02-25,3.0,4.0,1200.0,0.12,FILLED,O:XSP250225P00600000
HTML_4268632407077160720,2025-02-25 14:51:00,SELL,XSP,598.0,C,2025-02-25,3.0,1.3,390.0,0.12,FILLED,O:XSP250225C00598000
HTML_2831641472776308418,2025-02-26 14:30:00,BUY,XSP,596.0,P,2025-02-26,5.0,1.58,-792.7,0.2,FILLED,O:XSP250226P00596000
HTML_6620891733417036845,2025-02-26 14:33:00,BUY,XSP,598.0,C,2025-02-26,7.0,1.11,-780.78,0.28,FILLED,O:XSP250226C00598000
HTML_1259741160955312872,2025-02-26 14:35:00,BUY,XSP,594.0,P,2025-02-26,1.0,0.88,-87.54,0.04,FILLED,O:XSP250226P00594000
HTML_9017410309491386504,2025-02-26 15:00:00,SELL,XSP,598.0,C,2025-02-26,7.0,2.22,1554.0,0.28,FILLED,O:XSP250226C00598000
HTML_1531949676807766331,2025-02-26 15:01:00,SELL,XSP,594.0,P,2025-02-26,1.0,0.23,23.0,0.04,FILLED,O:XSP250226P00594000
HTML_2352755664973104245,2025-02-26 15:01:00,SELL,XSP,596.0,P,2025-02-26,5.0,0.52,260.0,0.2,FILLED,O:XSP250226P00596000
HTML_3037829765951015091,2025-02-27 14:31:00,BUY,XSP,597.0,P,2025-02-27,5.0,1.64,-817.7,0.2,FILLED,O:XSP250227P00597000
HTML_8787912060833590716,2025-02-27 14:33:00,BUY,XSP,600.0,C,2025-02-27,7.0,1.18,-822.78,0.28,FILLED,O:XSP250227C00600000
HTML_1173378322077937964,2025-02-27 14:35:00,BUY,XSP,601.0,C,2025-02-27,1.0,0.88,-87.54,0.04,FILLED,O:XSP250227C00601000
HTML_5168297382398965696,2025-02-27 14:56:00,SELL,XSP,597.0,P,2025-02-27,5.0,3.6,1800.0,0.2,FILLED,O:XSP250227P00597000
HTML_1320990194759662268,2025-02-27 14:56:00,SELL,XSP,601.0,C,2025-02-27,1.0,0.19,19.0,0.04,FILLED,O:XSP250227C00601000
HTML_6460568267520792234,2025-02-27 14:57:00,SELL,XSP,600.0,C,2025-02-27,4.0,0.32,128.0,0.16,FILLED,O:XSP250227C00600000
HTML_2465908389722546131,2025-02-27 14:57:00,SELL,XSP,600.0,C,2025-02-27,3.0,0.32,96.0,0.12,FILLED,O:XSP250227C00600000
HTML_5411237644266454428,2025-02-28 14:32:00,BUY,XSP,587.0,C,2025-02-28,5.0,2.04,-1022.7,0.2,FILLED,O:XSP250228C00587000
HTML_462931252585570139,2025-02-28 14:32:00,BUY,XSP,584.0,P,2025-02-28,5.0,1.99,-992.7,0.2,FILLED,O:XSP250228P00584000
HTML_8777410889041376238,2025-02-28 16:01:00,SELL,XSP,584.0,P,2025-02-28,5.0,0.27,135.0,0.2,FILLED,O:XSP250228P00584000
HTML_511974591832054520,2025-02-28 16:02:00,SELL,XSP,587.0,C,2025-02-28,5.0,3.83,1915.0,0.2,FILLED,O:XSP250228C00587000
HTML_9009923286723665627,2025-03-03 14:34:00,BUY,XSP,597.0,P,2025-03-03,10.0,1.55,-1556.1,1.1,FILLED,O:XSP250303P00597000
HTML_877419940229809682,2025-03-03 14:34:00,BUY,XSP,599.0,C,2025-03-03,10.0,1.53,-1535.4,0.4,FILLED,O:XSP250303C00599000
HTML_6422415999339713651,2025-03-03 14:59:00,SELL,XSP,597.0,P,2025-03-03,10.0,3.59,3590.0,1.1,FILLED,O:XSP250303P00597000
HTML_5016431101412030413,2025-03-03 15:00:00,SELL,XSP,599.0,C,2025-03-03,10.0,0.31,310.0,0.27,FILLED,O:XSP250303C00599000
HTML_6499310933062679907,2025-03-04 14:34:00,BUY,XSP,581.0,C,2025-03-04,6.0,2.46,-1479.24,0.24,FILLED,O:XSP250304C00581000
HTML_1864910174857567497,2025-03-04 14:35:00,BUY,XSP,578.0,P,2025-03-04,6.0,2.25,-1353.24,0.24,FILLED,O:XSP250304P00578000
HTML_8981776098890950439,2025-03-04 15:01:00,SELL,XSP,581.0,C,2025-03-04,6.0,1.2,720.0,0.24,FILLED,O:XSP250304C00581000
HTML_4412240968897690868,2025-03-04 15:02:00,SELL,XSP,578.0,P,2025-03-04,6.0,3.95,2370.0,0.24,FILLED,O:XSP250304P00578000
HTML_2103589784874348944,2025-03-05 14:33:00,BUY,XSP,577.0,P,2025-03-05,6.0,2.83,-1695.24,0.24,FILLED,O:XSP250305P00577000
HTML_1298576222564327281,2025-03-05 14:34:00,BUY,XSP,580.0,C,2025-03-05,6.0,2.44,-1461.24,0.24,FILLED,O:XSP250305C00580000
HTML_2483733302746271116,2025-03-05 18:19:00,SELL,XSP,580.0,C,2025-03-05,6.0,2.27,1362.0,0.24,FILLED,O:XSP250305C00580000
HTML_4105407574210061772,2025-03-05 18:20:00,SELL,XSP,577.0,P,2025-03-05,6.0,0.77,462.0,0.24,FILLED,O:XSP250305P00577000
HTML_7813920683344662265,2025-03-06 14:31:00,BUY,XSP,576.0,P,2025-03-06,3.0,2.6,-781.62,0.12,FILLED,O:XSP250306P00576000
HTML_5198750847339635515,2025-03-06 14:31:00,BUY,XSP,579.0,C,2025-03-06,5.0,1.81,-907.7,0.2,FILLED,O:XSP250306C00579000
HTML_237342828103572438,2025-03-06 14:36:00,BUY,XSP,578.0,C,2025-03-06,1.0,1.92,-191.54,0.04,FILLED,O:XSP250306C00578000
HTML_3471924399650785525,2025-03-06 14:36:00,SELL,XSP,576.0,P,2025-03-06,1.0,3.29,329.0,0.04,FILLED,O:XSP250306P00576000
HTML_3664976289198182233,2025-03-06 14:36:00,SELL,XSP,576.0,P,2025-03-06,2.0,3.23,646.0,0.08,FILLED,O:XSP250306P00576000
HTML_1960597138912821061,2025-03-06 15:16:00,SELL,XSP,579.0,C,2025-03-06,5.0,2.6,1300.0,0.2,FILLED,O:XSP250306C00579000
HTML_5886537347437159376,2025-03-06 15:17:00,SELL,XSP,578.0,C,2025-03-06,1.0,3.12,312.0,0.04,FILLED,O:XSP250306C00578000
HTML_140558292034219817,2025-03-07 14:46:00,BUY,XSP,573.0,P,2025-03-07,5.0,2.23,-1117.7,0.2,FILLED,O:XSP250307P00573000
HTML_6724004488448541362,2025-03-07 14:46:00,BUY,XSP,577.0,C,2025-03-07,4.0,2.48,-994.16,0.16,FILLED,O:XSP250307C00577000
HTML_2731056713834548459,2025-03-07 14:52:00,BUY,XSP,573.0,P,2025-03-07,1.0,1.77,-177.54,0.04,FILLED,O:XSP250307P00573000
HTML_2736095354511920811,2025-03-07 14:54:00,SELL,XSP,577.0,C,2025-03-07,4.0,3.02,1208.0,0.16,FILLED,O:XSP250307C00577000
HTML_6378560774339666621,2025-03-07 15:14:00,SELL,XSP,573.0,P,2025-03-07,6.0,2.45,1470.0,0.24,FILLED,O:XSP250307P00573000
HTML_780217212262335386,2025-03-10 13:37:00,BUY,XSP,567.0,P,2025-03-10,7.0,2.58,-1802.78,0.28,FILLED,O:XSP250310P00567000
HTML_6425628155273693999,2025-03-10 13:38:00,BUY,XSP,570.0,C,2025-03-10,7.0,2.62,-1837.78,0.28,FILLED,O:XSP250310C00570000
HTML_3511201221948370395,2025-03-10 14:01:00,SELL,XSP,567.0,P,2025-03-10,7.0,2.75,1925.0,0.28,FILLED,O:XSP250310P00567000
HTML_1880566366098519691,2025-03-10 14:02:00,BUY,XSP,574.0,C,2025-03-10,1.0,0.69,-69.54,0.04,FILLED,O:XSP250310C00574000
HTML_8421727967476954112,2025-03-11 13:30:00,BUY,XSP,562.0,C,2025-03-11,3.0,2.77,-832.62,0.12,FILLED,O:XSP250311C00562000
HTML_4596165797420619049,2025-03-11 13:31:00,BUY,XSP,559.0,P,2025-03-11,3.0,2.52,-757.62,0.12,FILLED,O:XSP250311P00559000
HTML_4893346471288104005,2025-03-11 13:39:00,BUY,XSP,556.0,P,2025-03-11,1.0,1.58,-158.54,0.04,FILLED,O:XSP250311P00556000
HTML_5866870248783759920,2025-03-11 14:38:00,SELL,XSP,559.0,P,2025-03-11,3.0,4.76,1428.0,0.12,FILLED,O:XSP250311P00559000
HTML_6538458693095992472,2025-03-11 14:39:00,SELL,XSP,556.0,P,2025-03-11,1.0,3.04,304.0,0.04,FILLED,O:XSP250311P00556000
HTML_290838724105039341,2025-03-11 14:39:00,SELL,XSP,562.0,C,2025-03-11,3.0,0.7,210.0,0.12,FILLED,O:XSP250311C00562000
HTML_7868389539440309880,2025-03-12 13:31:00,BUY,XSP,565.0,C,2025-03-12,4.0,2.33,-934.16,0.16,FILLED,O:XSP250312C00565000
HTML_2829288857886527138,2025-03-12 13:34:00,BUY,XSP,562.0,P,2025-03-12,4.0,2.31,-922.16,0.16,FILLED,O:XSP250312P00562000
HTML_4969864989547040872,2025-03-12 13:56:00,SELL,XSP,562.0,P,2025-03-12,4.0,4.25,1700.0,0.16,FILLED,O:XSP250312P00562000
HTML_4235178940127832631,2025-03-12 13:57:00,SELL,XSP,565.0,C,2025-03-12,4.0,0.96,384.0,0.16,FILLED,O:XSP250312C00565000
HTML_4495032107341917656,2025-03-13 13:30:00,BUY,XSP,557.0,P,2025-03-13,5.0,2.12,-1062.7,0.2,FILLED,O:XSP250313P00557000
HTML_2809813116804230930,2025-03-13 13:31:00,BUY,XSP,560.0,C,2025-03-13,4.0,2.12,-846.16,0.16,FILLED,O:XSP250313C00560000
HTML_3779279112732046295,2025-03-13 13:32:00,BUY,XSP,562.0,C,2025-03-13,1.0,1.44,-143.54,0.04,FILLED,O:XSP250313C00562000
HTML_5647961145339308652,2025-03-13 15:40:00,SELL,XSP,557.0,P,2025-03-13,5.0,4.26,2130.0,0.2,FILLED,O:XSP250313P00557000
HTML_8398856412338986095,2025-03-13 15:40:00,SELL,XSP,562.0,C,2025-03-13,1.0,0.17,17.0,0.04,FILLED,O:XSP250313C00562000
HTML_2396162145739455260,2025-03-13 15:40:00,SELL,XSP,560.0,C,2025-03-13,4.0,0.31,124.0,0.16,FILLED,O:XSP250313C00560000
HTML_121495589280569245,2025-03-14 13:32:00,BUY,XSP,556.0,P,2025-03-14,5.0,2.29,-1142.7,0.2,FILLED,O:XSP250314P00556000
HTML_6370141642503974621,2025-03-14 13:34:00,BUY,XSP,559.0,C,2025-03-14,5.0,1.77,-887.7,0.2,FILLED,O:XSP250314C00559000
HTML_419813832351765896,2025-03-14 13:35:00,BUY,XSP,559.0,C,2025-03-14,1.0,1.76,-176.54,0.04,FILLED,O:XSP250314C00559000
HTML_2093275640846473481,2025-03-14 15:26:00,SELL,XSP,559.0,C,2025-03-14,6.0,3.83,2298.0,0.24,FILLED,O:XSP250314C00559000
HTML_5124297929232670282,2025-03-14 15:26:00,SELL,XSP,556.0,P,2025-03-14,5.0,0.33,165.0,0.2,FILLED,O:XSP250314P00556000
HTML_7453839684847496572,2025-03-17 13:33:00,BUY,XSP,566.0,C,2025-03-17,10.0,1.47,-1466.1,1.1,FILLED,O:XSP250317C00566000
HTML_115803679556246280,2025-03-17 13:35:00,BUY,XSP,564.0,P,2025-03-17,9.0,1.64,-1471.86,0.36,FILLED,O:XSP250317P00564000
HTML_5728979014778797745,2025-03-17 13:36:00,BUY,XSP,563.0,P,2025-03-17,1.0,1.05,-105.54,0.04,FILLED,O:XSP250317P00563000
HTML_9063230602030952037,2025-03-17 13:37:00,BUY,XSP,567.0,C,2025-03-17,1.0,1.5,-149.54,0.04,FILLED,O:XSP250317C00567000
HTML_1779662053241391536,2025-03-17 13:40:00,SELL,XSP,566.0,C,2025-03-17,10.0,2.29,2290.0,1.1,FILLED,O:XSP250317C00566000
HTML_8631070937696963679,2025-03-17 13:41:00,SELL,XSP,567.0,C,2025-03-17,1.0,1.75,175.0,0.04,FILLED,O:XSP250317C00567000
HTML_7623744101486678637,2025-03-17 13:41:00,SELL,XSP,563.0,P,2025-03-17,1.0,0.86,86.0,0.04,FILLED,O:XSP250317P00563000
HTML_7613954976210478167,2025-03-17 13:42:00,SELL,XSP,564.0,P,2025-03-17,9.0,1.12,1008.0,0.36,FILLED,O:XSP250317P00564000
HTML_4425936593025487834,2025-03-18 13:32:00,BUY,XSP,567.0,C,2025-03-18,9.0,1.34,-1210.86,0.36,FILLED,O:XSP250318C00567000
HTML_1039871127527775894,2025-03-18 13:34:00,BUY,XSP,564.0,P,2025-03-18,7.0,1.62,-1137.78,0.28,FILLED,O:XSP250318P00564000
HTML_9212007331890778138,2025-03-18 13:44:00,SELL,XSP,564.0,P,2025-03-18,7.0,3.05,2135.0,0.28,FILLED,O:XSP250318P00564000
HTML_6146586259579270677,2025-03-18 13:45:00,SELL,XSP,567.0,C,2025-03-18,9.0,0.55,495.0,0.36,FILLED,O:XSP250318C00567000
HTML_152340202905486635,2025-03-18 14:02:00,BUY,XSP,563.0,C,2025-03-18,1.0,1.33,-133.54,0.04,FILLED,O:XSP250318C00563000
HTML_9016934131750525460,2025-03-18 14:04:00,BUY,XSP,565.0,C,2025-03-18,1.0,0.78,-77.54,0.04,FILLED,O:XSP250318C00565000
HTML_9182664911061130422,2025-03-18 14:06:00,SELL,XSP,563.0,C,2025-03-18,1.0,1.58,158.0,0.04,FILLED,O:XSP250318C00563000
HTML_5982625642238944951,2025-03-18 14:06:00,SELL,XSP,565.0,C,2025-03-18,1.0,0.91,91.0,0.04,FILLED,O:XSP250318C00565000
HTML_2140756113699325422,2025-03-19 13:32:00,BUY,XSP,565.0,C,2025-03-19,6.0,2.0,-1197.26,0.26,FILLED,O:XSP250319C00565000
HTML_531636112279690907,2025-03-19 13:34:00,BUY,XSP,562.0,P,2025-03-19,6.0,2.17,-1299.26,0.26,FILLED,O:XSP250319P00562000
HTML_3279492558226519817,2025-03-19 13:38:00,BUY,XSP,565.0,C,2025-03-19,1.0,1.93,-192.54,0.04,FILLED,O:XSP250319C00565000
HTML_4108916564770174132,2025-03-19 14:22:00,SELL,XSP,565.0,C,2025-03-19,7.0,2.71,1897.0,0.3,FILLED,O:XSP250319C00565000
HTML_1269800138886181239,2025-03-19 14:33:00,SELL,XSP,562.0,P,2025-03-19,6.0,1.21,726.0,0.26,FILLED,O:XSP250319P00562000
HTML_2036897617329369135,2025-03-20 13:32:00,BUY,XSP,566.0,C,2025-03-20,8.0,1.64,-1308.35,0.35,FILLED,O:XSP250320C00566000
HTML_1064098979950901103,2025-03-20 13:35:00,BUY,XSP,564.0,P,2025-03-20,6.0,1.83,-1101.26,0.26,FILLED,O:XSP250320P00564000
HTML_6944735545623974904,2025-03-20 13:36:00,BUY,XSP,564.0,P,2025-03-20,1.0,1.78,-178.54,0.04,FILLED,O:XSP250320P00564000
HTML_5265407263819137228,2025-03-20 14:01:00,SELL,XSP,566.0,C,2025-03-20,8.0,3.34,2672.0,0.35,FILLED,O:XSP250320C00566000
HTML_829351078059431231,2025-03-20 14:01:00,SELL,XSP,564.0,P,2025-03-20,7.0,0.62,434.0,0.3,FILLED,O:XSP250320P00564000
HTML_5800538871992665276,2025-03-21 13:32:00,BUY,XSP,560.0,P,2025-03-21,7.0,1.99,-1389.8,0.3,FILLED,O:XSP250321P00560000
HTML_2571783377489379825,2025-03-21 13:33:00,BUY,XSP,563.0,C,2025-03-21,8.0,1.72,-1372.35,0.35,FILLED,O:XSP250321C00563000
HTML_3780834272714317187,2025-03-21 13:33:00,BUY,XSP,560.0,P,2025-03-21,1.0,1.73,-172.54,0.04,FILLED,O:XSP250321P00560000
HTML_4383744573567039664,2025-03-21 13:35:00,BUY,XSP,563.0,C,2025-03-21,1.0,1.69,-168.54,0.04,FILLED,O:XSP250321C00563000
HTML_5491775078894466030,2025-03-21 16:59:00,SELL,XSP,560.0,P,2025-03-21,8.0,0.11,88.0,0.11,FILLED,O:XSP250321P00560000
HTML_6149125136486724440,2025-03-21 19:09:00,SELL,XSP,563.0,C,2025-03-21,9.0,1.53,1377.0,0.39,FILLED,O:XSP250321C00563000
HTML_5755515170024409666,2025-03-24 13:33:00,BUY,XSP,571.0,P,2025-03-24,13.0,0.88,-1138.98,0.87,FILLED,O:XSP250324P00571000
HTML_538811010778127792,2025-03-24 13:34:00,BUY,XSP,574.0,C,2025-03-24,9.0,1.18,-1057.89,0.39,FILLED,O:XSP250324C00574000
HTML_8632463671670240499,2025-03-24 13:34:00,BUY,XSP,571.0,P,2025-03-24,1.0,0.83,-83.54,0.04,FILLED,O:XSP250324P00571000
HTML_1179977347972111116,2025-03-24 13:34:00,BUY,XSP,574.0,C,2025-03-24,1.0,1.21,-120.54,0.04,FILLED,O:XSP250324C00574000
HTML_254379627471832250,2025-03-24 13:52:00,SELL,XSP,574.0,C,2025-03-24,10.0,2.0,2000.0,1.14,FILLED,O:XSP250324C00574000
HTML_2531497382124851121,2025-03-24 14:42:00,BUY,XSP,571.0,P,2025-03-24,2.0,0.27,-53.08,0.08,FILLED,O:XSP250324P00571000
HTML_5560500988109978722,2025-03-24 17:26:00,SELL,XSP,571.0,P,2025-03-24,16.0,0.1,160.0,0.1,FILLED,O:XSP250324P00571000
HTML_5085360887731971543,2025-03-25 13:31:00,BUY,XSP,579.0,C,2025-03-25,8.0,0.88,-700.35,0.35,FILLED,O:XSP250325C00579000
HTML_6657051778884414403,2025-03-25 13:32:00,BUY,XSP,577.0,P,2025-03-25,6.0,1.17,-699.26,0.26,FILLED,O:XSP250325P00577000
HTML_7011984207245644926,2025-03-25 13:33:00,BUY,XSP,579.0,C,2025-03-25,1.0,0.8,-79.54,0.04,FILLED,O:XSP250325C00579000
HTML_6369062217505581338,2025-03-25 14:13:00,BUY,XSP,577.0,P,2025-03-25,1.0,0.96,-96.54,0.04,FILLED,O:XSP250325P00577000
HTML_6529601874474479621,2025-03-25 19:28:00,SELL,XSP,577.0,P,2025-03-25,7.0,0.72,504.0,0.3,FILLED,O:XSP250325P00577000
HTML_3195272803775108356,2025-03-25 19:34:00,SELL,XSP,579.0,C,2025-03-25,9.0,0.01,9.0,0.01,FILLED,O:XSP250325C00579000
HTML_288591536054416726,2025-03-26 13:39:00,BUY,XSP,579.0,C,2025-03-26,3.0,0.78,-232.62,0.12,FILLED,O:XSP250326C00579000
HTML_4662813805423194375,2025-03-26 13:39:00,BUY,XSP,577.0,P,2025-03-26,3.0,0.8,-238.63,0.13,FILLED,O:XSP250326P00577000
HTML_6502833094474943424,2025-03-26 13:54:00,SELL,XSP,577.0,P,2025-03-26,3.0,1.33,399.0,0.13,FILLED,O:XSP250326P00577000
HTML_4522031720981711703,2025-03-26 13:54:00,SELL,XSP,579.0,C,2025-03-26,3.0,0.34,103.0,0.12,FILLED,O:XSP250326C00579000
HTML_5946099517570661343,2025-03-26 13:59:00,BUY,XSP,579.0,C,2025-03-26,1.0,0.28,-27.54,0.04,FILLED,O:XSP250326C00579000
HTML_2672185835260468223,2025-03-26 14:59:00,SELL,XSP,579.0,C,2025-03-26,1.0,0.11,11.0,0.04,FILLED,O:XSP250326C00579000
HTML_6691953323495972163,2025-03-27 13:42:00,BUY,XSP,569.0,C,2025-03-27,2.0,1.34,-269.08,0.08,FILLED,O:XSP250327C00569000
HTML_4634438834596388349,2025-03-27 13:44:00,BUY,XSP,566.0,P,2025-03-27,2.0,1.22,-243.08,0.08,FILLED,O:XSP250327P00566000
HTML_3607747249028671038,2025-03-27 14:02:00,SELL,XSP,569.0,C,2025-03-27,2.0,3.0,600.0,0.08,FILLED,O:XSP250327C00569000
HTML_6131821254054246565,2025-03-27 14:02:00,SELL,XSP,566.0,P,2025-03-27,2.0,0.37,74.0,0.08,FILLED,O:XSP250327P00566000
HTML_5096528082410593980,2025-03-28 13:38:00,BUY,XSP,567.0,P,2025-03-28,2.0,1.57,-315.08,0.08,FILLED,O:XSP250328P00567000
HTML_4851690261255577657,2025-03-28 13:40:00,BUY,XSP,569.0,C,2025-03-28,2.0,1.62,-325.08,0.08,FILLED,O:XSP250328C00569000
HTML_406711825827668278,2025-03-28 14:15:00,SELL,XSP,567.0,P,2025-03-28,2.0,4.1,820.0,0.08,FILLED,O:XSP250328P00567000
HTML_5798758902028337691,2025-03-28 14:35:00,SELL,XSP,569.0,C,2025-03-28,2.0,0.13,26.0,0.08,FILLED,O:XSP250328C00569000
HTML_55111926250254644,2025-03-31 13:41:00,BUY,XSP,549.0,P,2025-03-31,4.0,2.17,-870.16,0.16,FILLED,O:XSP250331P00549000
HTML_804582067637796597,2025-03-31 13:44:00,BUY,XSP,551.0,C,2025-03-31,4.0,2.21,-886.16,0.16,FILLED,O:XSP250331C00551000
HTML_963331004113110903,2025-03-31 15:02:00,SELL,XSP,551.0,C,2025-03-31,4.0,4.1,1640.0,0.17,FILLED,O:XSP250331C00551000
HTML_2119148539450700344,2025-03-31 15:02:00,SELL,XSP,549.0,P,2025-03-31,4.0,0.39,156.0,0.17,FILLED,O:XSP250331P00549000
HTML_5295944213543825341,2025-04-01 13:39:00,BUY,XSP,558.0,P,2025-04-01,2.0,1.94,-387.08,0.08,FILLED,O:XSP250401P00558000
HTML_7988394684418627144,2025-04-01 13:40:00,BUY,XSP,561.0,C,2025-04-01,3.0,1.49,-445.63,0.13,FILLED,O:XSP250401C00561000
HTML_7231426499896731836,2025-04-01 13:40:00,BUY,XSP,561.0,C,2025-04-01,1.0,1.56,-156.54,0.04,FILLED,O:XSP250401C00561000
HTML_9166099892044066662,2025-04-01 16:14:00,SELL,XSP,561.0,C,2025-04-01,4.0,3.95,1580.0,0.17,FILLED,O:XSP250401C00561000
HTML_7401558224672229739,2025-04-01 16:17:00,SELL,XSP,558.0,P,2025-04-01,2.0,0.13,26.0,0.08,FILLED,O:XSP250401P00558000
HTML_6859867966681704018,2025-04-02 13:44:00,BUY,XSP,562.0,C,2025-04-02,3.0,1.81,-544.63,0.13,FILLED,O:XSP250402C00562000
HTML_1495583715570839807,2025-04-02 13:45:00,BUY,XSP,560.0,P,2025-04-02,3.0,1.96,-586.63,0.13,FILLED,O:XSP250402P00560000
HTML_2207148949278484698,2025-04-02 13:46:00,BUY,XSP,566.0,C,2025-04-02,1.0,0.6,-60.54,0.04,FILLED,O:XSP250402C00566000
HTML_1684932190228892073,2025-04-02 13:47:00,BUY,XSP,555.0,P,2025-04-02,1.0,0.57,-57.54,0.04,FILLED,O:XSP250402P00555000
HTML_6192233510122774999,2025-04-02 16:16:00,SELL,XSP,562.0,C,2025-04-02,3.0,4.36,1308.0,0.13,FILLED,O:XSP250402C00562000
HTML_5529264487285715296,2025-04-02 16:17:00,SELL,XSP,566.0,C,2025-04-02,1.0,1.56,156.0,0.04,FILLED,O:XSP250402C00566000
HTML_2391184083503978721,2025-04-02 17:09:00,SELL,XSP,560.0,P,2025-04-02,3.0,0.07,21.0,0.07,FILLED,O:XSP250402P00560000
HTML_5357631324327864322,2025-04-02 17:10:00,SELL,XSP,555.0,P,2025-04-02,1.0,0.01,1.0,0.01,FILLED,O:XSP250402P00555000
HTML_5067857514526213245,2025-04-03 13:38:00,BUY,XSP,551.0,C,2025-04-03,3.0,2.54,-763.63,0.13,FILLED,O:XSP250403C00551000
HTML_548009638219446266,2025-04-03 13:42:00,BUY,XSP,547.0,P,2025-04-03,2.0,3.15,-631.08,0.08,FILLED,O:XSP250403P00547000
HTML_6743628414733718570,2025-04-03 15:01:00,BUY,XSP,551.0,C,2025-04-03,2.0,0.41,-81.08,0.08,FILLED,O:XSP250403C00551000
HTML_3548551130461587391,2025-04-03 17:04:00,SELL,XSP,547.0,P,2025-04-03,2.0,2.88,576.0,0.08,FILLED,O:XSP250403P00547000
HTML_5707908891801013656,2025-04-03 17:05:00,SELL,XSP,551.0,C,2025-04-03,5.0,0.37,185.0,0.22,FILLED,O:XSP250403C00551000
HTML_7175688569740117046,2025-04-04 13:53:00,BUY,XSP,523.0,P,2025-04-04,1.0,3.71,-370.54,0.04,FILLED,O:XSP250404P00523000
HTML_3381170351623501807,2025-04-04 13:59:00,BUY,XSP,523.0,P,2025-04-04,1.0,3.08,-307.54,0.04,FILLED,O:XSP250404P00523000
HTML_6923084974988413160,2025-04-04 14:08:00,SELL,XSP,523.0,P,2025-04-04,2.0,4.2,840.0,0.08,FILLED,O:XSP250404P00523000
HTML_654290169628281211,2025-04-04 14:09:00,BUY,XSP,533.0,C,2025-04-04,1.0,0.85,-85.54,0.04,FILLED,O:XSP250404C00533000
HTML_3945292630993463876,2025-04-04 14:16:00,SELL,XSP,533.0,C,2025-04-04,1.0,0.37,37.0,0.04,FILLED,O:XSP250404C00533000
HTML_2261195578698530295,2025-04-07 13:45:00,BUY,XSP,486.0,C,2025-04-07,1.0,6.5,-650.54,0.04,FILLED,O:XSP250407C00486000
HTML_6734383358294979709,2025-04-07 13:49:00,BUY,XSP,489.0,P,2025-04-07,1.0,6.5,-650.54,0.04,FILLED,O:XSP250407P00489000
HTML_1247325399226262512,2025-04-07 13:52:00,BUY,XSP,505.0,C,2025-04-07,1.0,2.5,-250.54,0.04,FILLED,O:XSP250407C00505000
HTML_6435909079808338637,2025-04-07 13:53:00,BUY,XSP,479.0,P,2025-04-07,1.0,2.5,-250.54,0.04,FILLED,O:XSP250407P00479000
HTML_957297925742207639,2025-04-07 14:11:00,SELL,XSP,486.0,C,2025-04-07,1.0,20.0,2000.0,0.04,FILLED,O:XSP250407C00486000
